,sentence_normal,sentence_leicht,score
1937,Mehrsprachige Mitarbeitende helfen ihnen zum Teil in der Herkunftssprache weiter oder greifen auf Sprachmittler zurück.,"['Deshalb gibt es Mitarbeiter: Die viele Sprachen sprechen.', 'Die Mitarbeiter helfen den Menschen in ihrer eigenen Sprache.']","[0.5755622982978821, 0.6115262508392334]"
1938,"Mit dem Objekt an der Friesenstraße ist ein Standort zudem besonders für Personen geeignet, die auf einen barrierefreien Zugang angewiesen sind.","['Barrierefreie Zimmer: In Unterkunft in der Friesenstraße.', 'Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.']","[0.6547497510910034, 0.2632659673690796]"
1939,Mit den Tagesaufenthaltsstätten( 9: 30 bis 16: 30 Uhr) ist komplementär auch die restliche Zeit des Tages abgedeckt.,"['Die Schlaf-Plätze sind geöffnet: Von 17 Uhr nachmittags bis 9 Uhr 30 Uhr morgens.', 'Die andere Hilfe ist für den Tag.', 'Die Tages-Plätze sind geöffnet: Von 9 Uhr 30 Uhr morgens bis 16 Uhr 30 Uhr nachmittags.']","[0.6925325989723206, 0.2474491447210312, 0.7812674045562744]"
1940,"Mitarbeiterinnen und Mitarbeiter, die durchgängig vor Ort sind, leisten soziale Beratung.",['Die Menschen können dort Essen und Trinken bekommen. Und sie können dort Beratung bekommen.'],[0.4712628126144409]
1941,Neben den Waschräumen für die persönliche Hygiene können auch Waschmaschinen für die Kleidung genutzt werden.,"['Es gibt Schränke für ihre Sachen. Es gibt Waschräume.', 'Es gibt auch Waschmaschinen für die Kleidung.']","[0.616872251033783, 0.8344206809997559]"
1942,"Obdachlose Menschen können das Winternotprogramm ab dem 1. November nutzen, indem sie sich an einen der Standorte begeben.",['Die Stadt Hamburg bietet im Winter extra Schlaf-Plätze an: Für Menschen ohne Wohnung. Das Angebot heißt: Winter-Not-Programm.'],[0.7244797348976135]
1943,Sie erhalten dort ein frisch bezogenes Bett.,['Die Menschen bekommen ein frisches Bett.'],[0.7167892456054688]
1944,Zwischen dem Innenstadtbereich und dem Übernachtungsstandort an der Halskestraße wird ein Busshuttle angeboten.,['Der Bus fährt kostenlos von den Schlaf-Plätzen zur Innenstadt. Und zurück.'],[0.7305170297622681]
1945,"Übernachtende können jeden Abend zu demselben, von ihnen genutzten Schlafplatz zurückkehren.","['Es gibt Plätze zum Schlafen.', 'Sie können jeden Abend zu demselben Schlaf-Platz zurückkehren. Es gibt Handtücher. Und Hygiene-Artikel.']","[0.39684173464775085, 0.6974886655807495]"
1946,“ Die letzten Vorbereitungen zum Winternotprogramm werden derzeit getroffen.,['Am 1. November fängt das Winter-Not-Programm an.'],[0.6539173126220703]
1947,""" Traditionell findet die symbolische Amtsübergabe der Bundesratspräsidentschaft auf dem Einheitsfest im Land der aktuellen Präsidentschaft statt.","['Das ist ein Feier-Tag.', 'Der Stab ist ein Symbol.']","[0.1356085240840912, 0.08677568286657333]"
1948,Bundesratspräsidentschaft Hamburg 2022 / 2023 Der Bundesrat ist eines der ständigen fünf Verfassungsorgane des Bundes und das Parlament der Landesregierungen.,"['Ein Rat ist eine Gruppe: In der Sachen beraten werden.', 'Der Bundes-Rat entscheidet mit bei der Politik und bei den Gesetzen in Deutschland.']","[0.25383442640304565, 0.5521552562713623]"
1949,Die offizielle Wahl des neuen Bundesratspräsidenten erfolgt am 28. Oktober 2022 in der Plenarsitzung des Bundesrates.,"['Er soll zeigen: Peter Tschentscher wird Chef vom Bundes-Rat. Aber: Peter Tschentscher muss erst gewählt werden Der Bundes-Rat wählt den neuen Präsidenten am 28. Oktober 2022.', 'Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.']","[0.6101755499839783, 0.08129046112298965]"
1950,"Erster Bürgermeister Dr. Peter Tschentscher: „ Unter dem Motto ‚ Zusammen wachsen ‘ hat Thüringen einen besonderen Tag der Deutschen Einheit ausgerichtet, der Besucherinnen und Besucher aus ganz Deutschland zusammengeführt hat.","['Thüringen ist ein Bundes-Land von Deutschland.', 'In Erfurt war die Feier: Für den Tag der Deutschen Einheit.', 'Auf der Feier hat Bodo Ramelow den Staffel-Stab weiter an Peter Tschentscher gegeben.']","[0.38315850496292114, 0.6740160584449768, 0.36268407106399536]"
1951,Es zählt zu den höchsten Staatsämtern der Bundesrepublik Deutschland und ist mit einer Reihe von repräsentativen und protokollarischen Aufgaben im In- und Ausland verbunden.,['Der Bundes-Rat kümmern sich darum: Die Politik von Deutschland ist gut für die 16 Länder.'],[0.49418407678604126]
1952,"Hamburg übernimmt den Vorsitz des Bundesrates am 1. November 2022, dem Beginn des neuen Geschäftsjahres der Länderkammer.",['Am 1. November 2022 fängt die Arbeit für Peter Tschentscher an: Als Präsident vom Bundes-Rat an.'],[0.6219360828399658]
1953,Im Rahmen der Präsidentschaft richtet Hamburg vom 2. bis zum 3. Oktober 2023 die zentralen Feierlichkeiten zum Tag der Deutschen Einheit aus.,['Am 3. Oktober war der Tag der Deutschen Einheit.'],[0.5654481649398804]
1954,Informationen zur Hamburger Bundesratspräsidentschaft und zum Tag der Deutschen Einheit 2023 unter: www. hamburg. de / bundesratspraesidentschaft Fotos von den Feierlichkeiten zum Tag der Deutschen Einheit in Erfurt und der Staffelstabübergabe können online heruntergeladen werden unter: https: // www. skyfish. com / p / fhh / 2142051 Rückfragen der Medien Pressestelle des Senats Telefon: 040 42831 2242 E-Mail: pressestelle @sk. hamburg. de,"['Info Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.', 'Sie können hier dazu mehr lesen.']","[0.1112477257847786, 0.1029810756444931]"
1955,Während der Hamburger Bundesratspräsidentschaft nimmt der Erste Bürgermeister das Amt des Präsidenten des Bundesrates wahr.,"['Bodo Ramelow ist der Minister-Präsident von Thüringen. Das heißt: Er ist der Chef von Thüringen.', 'Bodo Ramelow ist auch der Präsident vom Bundes-Rat.', 'Bald wird Peter Tschentscher Präsident vom Bundes-Rat.', 'Peter Tschentscher ist der Bürgermeister von Hamburg. Das heißt: Er ist der Chef von Hamburg.']","[0.29860883951187134, 0.3543247580528259, 0.44161054491996765, 0.5713094472885132]"
1956,"Ausführliche Informationen zur Geschichte der ÖRA finden sich online sowie in der zum 100. Jubiläum aufgelegten Festschrift, die ebenfalls online verfügbar ist.",['Sie können hier dazu mehr lesen.'],[0.23541642725467682]
1957,"Dazu gehören die Barrierefreiheit in den Bereichen Bau und Verkehr, barrierefreie Kommunikation und Gebärdensprache, die Gestaltung von Bescheiden und Formularen, Verständlichkeit und Leichte Sprache sowie barrierefreie Informationstechnik.","['Manchmal gibt es trotzdem Probleme. zum Beispiel: Es gibt keinen barriere-freien Eingang vom Bezirks-Amt, Sie sind Gehörlos. Aber: Sie bekommen keinen Dolmetscher für Gebärden-Sprache.', 'Sie brauchen einen Text von dem Amt in Leichter Sprache. Aber: Das Amt gibt den Text nicht in Leichter Sprache.', 'Mehr Informationen in schwerer Sprache können Sie hier lesen.', 'Info Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.']","[0.4334922432899475, 0.40447452664375305, 0.26050251722335815, 0.37186864018440247]"
1958,Die Schlichtungsstelle nimmt ihre Arbeit zum Anfang des Jahres 2023 auf.,"['Die Schlichtungs-Stelle ist neu.', 'Die Schlichtungs-Stelle gibt es ab dem 1. Januar 2023.']","[0.37069857120513916, 0.9417996406555176]"
1959,"Die Schlichtungsstelle vermittelt bei Konflikten, in denen es um Barrierefreiheit und Benachteiligung geht.",['Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.'],[0.3926284611225128]
1960,"Die Schlichtungsstelle, die aufgrund einer gesetzlichen Vorschrift nach § 13 a des HmbBGG eingerichtet wird, steht allen Menschen mit Behinderungen sowie den verbandsklageberechtigten Verbänden kostenfrei offen.",['Die Schlichtungs-Stelle ist für alle Menschen mit Behinderung kostenlos.'],[0.7917616367340088]
1961,Die Öffentliche Rechtsauskunft Hamburgerinnen und Hamburger mit niedrigem Einkommen können sich in allen Rechtsgebieten gegen geringe Gebühr außergerichtlich beraten lassen.,['Es gibt ein Gesetz für Hamburg.'],[0.3959532082080841]
1962,"Dieses Gesetz verpflichtet Hamburgs Träger der öffentlichen Gewalt – also die Fachbehörden und Bezirksämter sowie die öffentlichen Unternehmen –, Barrieren für Menschen mit Behinderungen zu verhindern bzw. abzubauen.","['Das Gesetz gilt für: Behörden, Bezirks-Ämter, Öffentlichen Firmen von Hamburg. Zum Beispiel: Die Stadt-Reinigung.']",[0.5060997605323792]
1963,"Für den Fall, dass eine Meinungsverschiedenheit in einer solchen Situation nicht direkt geklärt werden kann, hilft künftig die Schlichtungsstelle dabei, eine gütliche Einigung zwischen Betroffenen und der jeweiligen öffentlichen Stelle zu finden.","['Dann können die Menschen zu einer Beratung gehen. Die Beratung heißt: Schlichtungs-Stelle.', 'Die Schlichtungs-Stelle hilft dabei: Die Probleme zu lösen.']","[0.6052632331848145, 0.6781405806541443]"
1964,Sie dient der Umsetzung und Einforderung aller Rechte aus dem Hamburgischen Gesetz zur Gleichstellung von Menschen mit Behinderungen( HmbBGG).,['Das Gesetz sagt: Menschen mit Behinderungen haben Rechte.'],[0.6716442704200745]
1965,"Wer sich aufgrund seiner Behinderung von einer öffentlichen Stelle benachteiligt fühlt, kann sich künftig an die Schlichtungsstelle wenden.",['Sie dürfen nicht schlecht behandelt werden: Weil sie eine Behinderung haben.'],[0.5220534205436707]
1966,Alle Städte und Gemeinden in Deutschland können den digitalen Service ebenfalls nutzen und ihren Bürgerinnen und Bürgern anbieten.,['Dann sollen alle Menschen in Hamburg die Um-Meldung im Internet machen können. Und später auch alle Menschen in Deutschland.'],[0.5604047775268555]
1967,Anders als bei der Ummeldung im Amt fallen online außerdem keine Gebühren an.,"['Die Um-Meldung im Internet ist umsonst.', 'Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.']","[0.4829595386981964, 0.21641069650650024]"
1968,Bürgerinnen und Bürger werden Schritt für Schritt durch den Onlinedienst geführt.,['So geht die Um-Meldung im Internet Sie machen einen Online-Antrag.'],[0.5083574652671814]
1969,Dafür genügt ein handelsübliches Smartphone.,"['Es ist ein Test.', 'Dafür brauchen Sie nur ein Smartphone.']","[0.14212384819984436, 0.6652290225028992]"
1970,"Dann erhalten sie Zugriff auf ihre bisher im Melderegister gespeicherten Daten, können diese überprüfen und ihre neue Adresse eingeben.",['Sie können dann im Internet sehen: Diese Adresse hat das Bezirks-Amt gespeichert. Das heißt: Melde-Register.'],[0.6262603998184204]
1971,"Das Angebot richtet sich zum Start an unverheiratete Personen ohne minderjährige Kinder, die innerhalb Hamburgs umziehen.","['Nur diese Menschen in Hamburg können die Um-Meldung im Internet machen: Sie sind gerade in Hamburg umgezogen, Sie sind nicht verheiratet, Sie haben keine Kinder, Sie haben einen Personalausweis mit Online-Ausweisfunktion.']",[0.6192224025726318]
1972,Der Adressaufkleber für das Ausweisdokument kommt per Post.,"['Sie haben ein Nutzer-Konto mit Post-Fach.', 'Sie bekommen einen Code mit der Post zugeschickt.', 'Sie bekommen einen Aufkleber mit der neuen Adresse. Für Ihren Personalausweis.', 'Der Aufkleber kommt mit der Post.']","[0.4403685927391052, 0.6479790210723877, 0.7432479858398438, 0.7733269929885864]"
1973,"Der neue Onlinedienst, die sogenannte elektronische Wohnsitzanmeldung( eWA), bietet eine Alternative zum Behördengang.",['Der Name dafür ist: Elektronische Wohnsitz-Anmeldung.'],[0.6691759824752808]
1974,Die Vorlage bei der Meldebehörde ist nicht mehr nötig.,['Sie müssen nicht mehr zum Bezirks-Amt gehen.'],[0.6002337336540222]
1975,Die neuen Daten aus dem Melderegister können nun per App direkt auf den Chip im Personalausweis oder der eID-Karte übertragen werden.,['Sie können die Daten vom Melde-Register auf den Personalausweis übertragen.'],[0.7717997431755066]
1976,Ein elektronisches Siegel macht das Dokument fälschungssicher.,"['Das Dokument ist geschützt.', 'Es kann nicht gefälscht werden.']","[0.5568140745162964, 0.32227545976638794]"
1977,Mit dem Code gibt es die elektronische Meldebestätigung zum Download.,"['Sie haben die AusweisApp 2. Das ist ein Programm für das Smartphone.', 'Info Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.']","[0.43842363357543945, 0.41206642985343933]"
1978,"Stattdessen erhalten die Bürgerinnen und Bürger einen Code, der per Post an die neue Adresse geht.","['Sie bekommen einen Aufkleber mit Ihrer neuen Adresse. Für Ihren Personalausweis. Und das Bezirks-Amt speichert Ihre neue Adresse. Das kostet Geld.', 'Sie tragen Ihre neue Adresse ein.', 'Mit dem Code können Sie die Bestätigung für die neue Adresse im Internet herunterladen.']","[0.7329057455062866, 0.564342737197876, 0.7689963579177856]"
1979,"Weitere Informationen finden Sie hier: Elektronische Wohnsitzanmeldung Weitere Informationen zum Einer-für-Alle Prinzip finden Sie hier: Erklärvideo zum „ Einer-für-Alle-Prinzip “ Rückfragen der Medien Senatskanzlei, Amt für IT und Digitalisierung Dr. Svenja Zell Telefon: 040 428 23 2717 E-Mail: svenja. zell @sk. hamburg. de Internet: www. digital. hamburg. de /",['Sie können hier dazu mehr lesen.'],[0.15973173081874847]
1980,"Wer umzieht, muss innerhalb von 14 Tagen seine neue Adresse bekanntgeben.",['Sie müssen sich um-melden. Wenn Sie umziehen. Das heißt: Sie müssen beim Bezirks-Amt Bescheid sagen.'],[0.6018462181091309]
1981,Zum Start in Hamburg steht eWA zunächst bestimmten Nutzergruppen zur Verfügung.,"['In Hamburg gibt es ein neues Projekt: Menschen können sich im Internet um-melden.', 'Die Abkürzung ist: eWA.', 'Die eWA gibt es nur in Hamburg.', 'Deshalb können nicht alle Menschen in Hamburg die Um-Meldung im Internet machen.']","[0.5588205456733704, 0.34129995107650757, 0.6495681405067444, 0.4621935784816742]"
1982,“ Wer kann den Onlinedienst zuerst nutzen und wie geht es weiter?,['Wenn die Um-Meldung im Internet gut funktioniert.'],[0.4163663983345032]
1983,Auf Einladung von Bundespräsident Frank-Walter Steinmeier besucht König Charles III. zusammen mit Königin-Gemahlin Camilla und einer Delegation vom 29. März bis 31. März 2023 die Bundesrepublik Deutschland.,"['Der Bundes-Präsident hat König Charles eingeladen.', 'König Charles hat die Einladung angenommen: Er besucht Deutschland.', 'König Charles besucht mit seiner Frau Camilla Deutschland: Vom 29. März bis zum 31. März 2023.']","[0.5805475115776062, 0.6128219366073608, 0.8506032228469849]"
1984,"Er stärkt die guten Beziehungen zwischen dem Vereinigten Königreich und der Hansestadt, die als „ britischste Stadt auf dem Kontinent “ gilt.","['Das Goldene Buch ist eine Art Gäste-Buch: Von der Stadt Hamburg.', 'Das Buch ist sehr alt: So alt wie das Rathaus.']","[0.35067984461784363, 0.2005384862422943]"
1985,Erster Bürgermeister Dr. Peter Tschentscher: „ Der Besuch von König Charles III. und Königin-Gemahlin Camilla ist eine große Ehre für die Freie und Hansestadt Hamburg.,"['Charles ist König von Groß-Britannien und Nord-Irland.', 'Am 31. März 2023 besuchen König Charles und Camilla Hamburg.', 'Dr. Peter Tschentscher ist der Erste Bürgermeister von Hamburg.', 'Er empfängt Charles und Camilla im Rathaus von Hamburg.', 'König Charles schreibt etwas in das Goldene Buch von Hamburg.', 'Besondere Gäste dürfen etwas in das Goldene Buch schreiben.', 'König Charles ist ein besonderer Gast.']","[0.409193217754364, 0.721564531326294, 0.3825784921646118, 0.7752980589866638, 0.5738167762756348, 0.24396570026874542, 0.5797175765037537]"
1986,Rückfragen der Medien Pressestelle des Senats Telefon: 040 42831 2242 E-Mail: pressestelle @sk. hamburg. de,['Info Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.'],[0.07633861899375916]
1987,Weitere Stationen des Staatsbesuchs neben Hamburg sind Berlin und Brandenburg.,"['Die Orte sind: Hamburg, Berlin, Brandenburg.', 'Das Goldene Buch ist kein normales Buch.', 'Sie können mehr in Leichter Sprache lesen: Zu den besonderen Gästen in Hamburg. Und zu dem goldenen Buch.']","[0.8277347087860107, 0.022579122334718704, 0.31529542803764343]"
1988,"“ Weitere Einzelheiten zu den Programmpunkten und Akkreditierungsmöglichkeiten für Medienvertreterinnen und -vertreter sowie Informationen zu den Orten, an denen die Bürgerinnen und Bürger den König und seine Gemahlin erleben können, werden zeitnah bekanntgegeben.","['Die Seiten sind lose Blätter.', 'Die Blätter sind in einer Kiste aus Leder.', 'An der Kiste sind Verschlüsse aus Gold.', 'Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.', 'Sie können hier dazu mehr lesen.']","[0.022717690095305443, 0.08846771717071533, 0.11175516247749329, 0.10472587496042252, 0.041493549942970276]"
1989,80 Stände Die Besucher können sich auf 80 Stände mit gastronomischem und kunsthandwerklichen Angeboten freuen.,['In diesen Hütten gibt es Essen. Und Trinken.'],[0.3607974648475647]
1990,Die Hamburger und Hamburg-Besucher lieben den Markt: Fast drei Millionen Besucher werden Jahr für Jahr gezählt.,"['Die Menschen finden den Markt toll.', 'Jedes Jahr kommen fast 3 Millionen Besucher zum Markt.', 'Das sind mehr Menschen als in Hamburg wohnen.']","[0.5512643456459045, 0.774653971195221, 0.5019355416297913]"
