,sents_leicht,sents_standard,label
2796,Manchmal stimmen die Schätzungen nicht. Manchmal gibt es weniger Steuern . Die Stadt Hamburg plant darum nie mit der ganzen Summe : Die vom BWVI geschätzt worden ist.,"So geht die Finanzbehörde bei der Planung des Haushaltes von weniger Steuereinnahmen aus, als sie eigentlich erwarten könnte. Diese Maßnahme ist nicht nur sinnvoll, um Geld für die Schuldentilgung übrig zu haben.",1
2797,Das heißt in schwerer Sprache Vorsichts-Abschlag . Die Stadt Hamburg muss dann niemanden weniger Geld geben: Wenn die Steuern weniger sind.,"Sie ist vor allem eine Vorsichtsmaßnahme, um bei ungeplanten wirtschaftlichen Schwankungen geringere Einnahmen durch Kürzungen im Haushalt ausgleichen zu müssen.",1
2798,Alle können so besser planen. Darum können die Schätzungen falsch sein,Warum kann die Prognose abweichen? Viele Faktoren bestimmen die Berechnung der Steuerschätzung.,1
2799,Niemand kann wissen: So wird die Zukunft. Die Schätzung versucht: So genau wie möglich zu sein.,"Da sich die Steuerschätzung auf die Prognose des Bundes und die Erkenntnisse zur konjunkturellen Entwicklung der BWVI bezieht, ist die Steuerschätzung für das laufende und kommende Jahr nie hundertprozentig zuverlässig.",1
2800,Es ist aber normal : Dass manche Sachen anders sind.,Auch durch rechtliche Änderungen können die Steuereinnahmen abweichen.,1
2802,Die Menschen trinken dann mehr Bier. Die Stadt Hamburg bekommt dann mehr Bier-Steuer. Manchmal ändern sich die Gesetze . Die Höhe von Steuern steht im Gesetz.,"Neue steuerrechtliche Vorgaben, die bereits beschlossen, aber noch nicht in Kraft getreten sind, werden zunächst nicht berücksichtigt.",1
2803,Die Steuer sind dann anders nach der Gesetz-Änderung.,Positive oder negative Einflüsse durch neue Steuerreformen können daher nicht in die Steuerschätzung einbezogen werden.,1
2804,Die Steuer-Schätzung muss dann geändert werden.,"Dies führt dazu, dass die Steuerschätzungen kontinuierlich angepasst werden müssen.",1
2805,Es ist einfacher zu schätzen: Wenn die Zeit nicht so lang ist.,"Je näher der eingeschätzte Zeitraum liegt, desto wahrscheinlicher ist es, dass die Steuereinnahmen wie vorhergesagt eintreffen.",1
2807,"Wer hat den Text in Leichter Sprache gemacht? Büro für Leichte Sprache Köln E-Mail: info@leichte-sprache.koeln Kirsten Scholz hat den Text in Leichter Sprache geschrieben und die Bilder gemalt. Dirk Stauber, Sandra Mambrini und Wolfgang Klein haben den Text auf Leichte Sprache geprüft.",So können Effekte durch Änderungen in der wirtschaftlichen Entwicklung oder in rechtlichen Bestimmungen zeitnah berücksichtigt werden.,1
2810,Die Kinder fördern . Die Kinder sollen neue Sachen lernen . Gut zu den Kindern passen . Die Betreuung ist für die Zeit: Bevor die Kinder in die Schule gehen .,NEU: Sie können den Kita-Gutschein sowie die Kindertagespflege-Bewilligung online beantragen .,1
2812,So geht die Förderung für die Kita . So geht die Förderung für die Kinder-Tages-Pflege . Zum Beispiel bei einer Tages-Mutter. Bitte beachten Sie: Sie müssen alle Anträge immer rechtzeitig stellen.,Sie sind für Ihr Kind sorgeberechtigt und leben mit Ihrem Kind in einem Haushalt in Hamburg?,1
2813,Sie bekommen sonst kein Geld. Die meisten Bewilligungen sind gültig für 1 Jahr. Sie müssen für die Zeit danach einen neuen Antrag stellen. Auch der neue Antrag muss rechtzeitig gestellt werden.,Dann können Sie den Antrag online stellen .,1
2818,Das Kind hat ein Anrecht auf einen Patz in einer Kita . Die Betreuung kann bis zu 12 Stunden am Tag sein. Und die Stadt Hamburg bezahlt den Platz in der Kita fast ganz . Die Eltern müssen nur einen kleinen Eigen-Anteil bezahlen .,"Wenn Sie diese Voraussetzungen nicht erfüllen, stellen Sie den Antrag bitte in Papierform und richten ihn an die zuständige Abteilung Kindertagesbetreuung .",1
2819,Der Eigen-Anteil heißt auch Familien-Anteil . Oder Eltern-Beitrag. Der Familien-Anteil ist das Geld: Das die Eltern jeden Monat für den Platz in der Kita bezahlen. Der Eigen-Anteil ist nicht bei allen Familien gleich.,Warum gibt es in Hamburg ein Kita-Gutschein-System?,1
2821,Den Gutschein gibt es für Menschen: Die für ein Kind sorgeberechtigt sind. Zum Beispiel die Eltern. Und die mit dem Kind zusammen in Hamburg leben .,"Das Kita-Gutschein-System sorgt dafür, dass Hamburger Familien eine Kindertagesbetreuung bekommen, die zu ihren Bedürfnissen passt.",1
2822,Wenn Sie nicht zu diesen Menschen gehören: Wenden Sie sich an das Jugend-Amt. Jugend-Ämter haben eine Abteilung für Kinder-Tages-Betreuung. Sie finden Ihr Jugend-Amt online auf der Internet-Seite: https://www.hamburg.de/jugendaemter Achtung !,"Ziel ist es, Kindern die benötigte Betreuung zu garantieren und sie dabei qualitativ hochwertig zu betreuen, zu bilden und zu fördern.",1
2823,Sie müssen den Antrag rechtzeitig stellen. Sie müssen den Antrag stellen : Bevor Ihr Kind in die Kita geht. Sie können kein Geld zurück -bekommen: Wenn Ihr Kind schon vor dem Antrag in der Kita war. Und wenn Sie dafür Geld bezahlt haben.,Wie funktioniert das Kita-Gutschein-System?,1
2825,So beantragen Sie den Gutschein für die Kita Sie können den Gutschein online beantragen. Die Internet-Adresse dafür ist https://serviceportal.hamburg.de/HamburgGateway/Service/Entry/AFM-KitaG Oder Sie beantragen den Gutschein bei Ihrem Bezirks-Amt .,Eltern beantragen für ihr Kind zunächst online oder bei ihrem zuständigen Bezirksamt einen Kita-Gutschein.,1
2826,So benutzen Sie den Gutschein für die Kita Sie bekommen den Gutschein. Sie haben dann 2 Monate Zeit um den Gutschein einzulösen .,"Den Gutschein können Eltern anschließend innerhalb von zwei Monaten in jeder Kita einlösen, die am Kita-Gutschein-System teilnimmt.",1
2827,Sie suchen sich einen Kita-Platz für das Kind.,Den Kita-Platz suchen sich die Eltern selbst.,1
2828,Wichtig: Sie können den Gutschein nicht bei allen Kitas benutzen.,Die Kita rechnet die Kosten direkt mit der Stadt ab.,1
2829,Sie müssen eine Kita aussuchen: Die beim Kita-Gutschein-System mitmachen. Sie können bei der Kita fragen: Ob die Kita die Gutscheine annimmt. Die Kita bekommt dann das Geld für die Betreuung direkt von der Stadt Hamburg. Und die Kita bekommt den Eigen-Anteil von den Eltern.,"Eltern zahlen nur einen Anteil an den Kosten, den sogenannten Elternbeitrag (auch „Familieneigenanteil“ genannt).",1
2830,Die Förderung für die Kinder-Tages-Pflege,Wie funktioniert die Bewilligung für die Kindertagespflege?,1
2831,Sie wollen für Ihr Kind keinen Kita-Platz. Sie wollen stattdessen eine Kinder-Tages-Pflege . Zum Beispiel einen Tages-Vater. Sie bekommen dann keinen Gutschein .,"Kindertagespflege wird nicht als Gutschein, sondern unter Nennung der Kindertagespflegeperson (Tagesmutter oder Tagesvater) bewilligt.",1
2833,So beantragen Sie die Förderung für die Tages-Pflege-Stelle Sie suchen eine Tages-Pflege-Stelle: Die zu Ihrer Familie passt.,Eltern suchen eine passende Kindertagespflegeperson für die Betreuung ihres Kindes.,1
2834,Es gibt Infos über Tages-Pflege-Stellen bei Ihrem Bezirks-Amt. Das schwere Wort dafür ist Tages-Pflege-Börse .,Bei Bedarf unterstützt hierbei die Kindertagespflegebörse im zuständigen Bezirksamt.,1
2835,Sie nennen Ihrem Bezirks-Amt den Namen von der Tages-Pflege-Person. Und Sie beantragen die Kinder-Tages-Pflege-Stelle.,Eltern beantragen eine Bewilligung für die Kindertagespflege-Leistung der gewählten Kindertagespflegeperson online oder beim zuständigen Bezirksamt.,1
2836,Die Tages-Pflege-Person bekommt Geld für die Betreuung direkt von der Stadt Hamburg.,Die Kindertagespflegeperson erhält die öffentliche Förderung direkt durch die Stadt.,1
2837,Und die Tages-Pflege-Person bekommt den Eltern-Beitrag von den Eltern. Der Eltern-Beitrag heißt auch Teilnahme-Beitrag . So stellen Sie den Antrag für die Kinder-Tages-Pflege,"Eltern zahlen nichts oder nur einen Anteil an den Kosten, den sogenannten Elternbeitrag (hier auch „Teilnahmebeitrag“ genannt).",1
2838,Sie müssen den Antrag rechtzeitig stellen.,Wann und wie erfolgt die Antragstellung?,1
2839,Sie bekommen kein Geld für die Pflege für die Zeit vor dem Antrag. Rechtzeitig heißt: Drei Monate bevor das Kind zur Tages-Pflege gehen soll .,Bitte stellen Sie Ihren Antrag drei bis sechs Monate vor dem gewünschten Betreuungsbeginn.,1
2840,Es ist auch gut: Wenn Sie den Antrag noch früher stellen.,"Wenn Sie für ein Kind mit einer (drohenden) Behinderung ab drei Jahren bis zur Einschulung einen Kita-Gutschein mit Eingliederungshilfe erstmals beantragen, sollte der Antrag spätestens sechs Monate vor dem Betreuungsbeginn gestellt werden, damit die für die Bewilligung notwendige gutachterliche Stellungnahme rechtzeitig erstellt werden kann. Den Kita-Gutschein sowie die Kindertagespflege-Bewilligung können Sie online beantragen . Nur für die Hortbetreuung in der Kita müssen Sie die Antragsunterlagen Ihrer zuständigen Abteilung Kindertagesbetreuung zusenden oder persönlich während der Sprechzeiten einreichen. Im Internet stehen Ihnen alle Anträge als Download-Dateien zur Verfügung.",1
2841,Sie bekommen die Anträge bei den Bezirks-Ämtern in der Abteilung für die Kinder-Tages-Betreuung. Oder in vielen Kitas . Oder bei vielen Tages-Müttern oder Tages-Väter . Die Abteilung Kinder-Tages-Betreuung bekommt den Antrag.,"Sie erhalten die Anträge auch bei den Abteilungen Kindertagesbetreuung der Bezirksämter, in den meisten Kitas sowie bei vielen Tagesmüttern und -vätern.",1
2842,Sie müssen den Antrag mit der Post schicken . Oder Sie gebe den Antrag selbst ab : Wenn die Abteilung Kinder-Tages-Betreuung offen hat. Die Abteilung Kinder-Tages-Betreuung bekommt alle Anträge:,"Je nachdem, welche Leistungen Sie beantragen, können zusätzlich zum Antragsformular weitere Unterlagen erforderlich sein, die Sie bitte in Kopie beifügen.",1
2843,Für die Kinder-Tages-Pflege. Für die Hort-Betreuung. Für die Eingliederungs-Hilfe in der Kita. Anträge für Kinder-Tages-Betreuung und Kinder-Tages-Pflege,"Eine Übersicht der Unterlagen finden Sie im Artikel "" Berechnung des Elternbeitrages "".",1
2844,Sie können alle Unterlagen für einen Antrag im Internet herunter-laden. Die Internet-Adresse dafür ist https://www.hamburg.de/antraege/,"Wenn Sie den Antrag online stellen , können Sie die Unterlagen auch digital beifügen.",1
2845,Die Bewilligung für Ihren Antrag ist fast immer für 1 Jahr.,Die Bewilligungen gelten in der Regel für ein Jahr.,1
2846,Sie müssen einen neuen Antrag stellen: Für die Zeit danach. Sie müssen den Antrag rechtzeitig stellen. Sie stellen den Folge-Antrag am besten 3 Monate vorher.,"Wenn Sie Ihr Kind weiter betreuen lassen wollen, sollten Sie rechtzeitig (möglichst drei Monate vor Bewilligungsende) einen neuen Antrag stellen.",1
2847,Sie können den Folge-Antrag für den Kita-Gutschein online stellen. Die Internet-Adresse ist https://serviceportal.hamburg.de/HamburgGateway/Service/Entry/AFM-KitaG Die Stadt Hamburg braucht manchmal noch mehr Unterlagen .,Auch diese Folgeanträge können online gestellt werden. Hinweis : Auch für die beitragsfreie Grundbetreuung müssen Sie einen Antrag stellen!,1
2849,Sie tun dann eine Kopie zu den Unterlagen. Sie können eine Liste für alle Unterlagen lesen im Artikel Berechnung des Eltern-Beitrags. Wichtig: Sie müssen auch einen Antrag stellen für die beitragsfreie Grund-Betreuung. Infos in schwerer Sprache Es gibt noch Infos in schwerer Sprache:,"Bitte beachten Sie unbedingt, dass eine Kostenerstattung für eine erstmalige Betreuung erst ab Antragstellung und bei Eingliederungshilfe für Kinder mit (drohenden) Behinderungen ab drei Jahren bis zum Schuleintritt ab dem Vorliegen des Antrags und der gutachterlichen Stellungnahme möglich ist.",1
2850,Wie Sie eine Kita finden können. https://www.hamburg.de/kita-auswahl/ Wie der Eltern-Beitrag ist. https://www.hamburg.de/elternbeitrag/ Wo Sie eine Kinder-Tages-Pflege finden können. https://www.hamburg.de/jugendaemter/3057756/tagespflegeboersen/,"Wird Ihr Kind schon in einer Kita oder bei einer Tagesmutter oder einem Tagesvater betreut, müssen Sie den Antrag auf Weiterbewilligung rechtzeitig vor Ablauf des Kita-Gutscheins oder der Bewilligung für Kindertagespflege stellen.",1
2851,Wie der Eltern-Beitrag gerechnet wird. https://www.hamburg.de/elternbeitrag/3032332/elternbeitrag-berechnung/ Wer hat den Text in Leichter Sprache gemacht?,Rückwirkend wird eine Bewilligung nicht erteilt.,1
2852,Büro für Leichte Sprache Köln E-Mail: info@leichte-sprache.koeln Kirsten Scholz hat den Text in Leichter Sprache geschrieben und die Bilder gemalt.,"Wenn Ihr Kind ohne gültigen Kita-Gutschein bzw. ohne gültige Bewilligung betreut wird, müssen Sie die gesamten Kosten der Betreuung selbst tragen.",1
2855,Sie können dafür in jede Grund-Schule gehen .,Sie finden sie in der aktuellen Broschüre und im:,1
2856,Die Schule hilft Ihnen bei Anmeldung. Sie können in der Schule auch Infos bekommen: Über die Grund-Schulen in Hamburg.,SCHULINFORMATIONSSYSTEM. Jede Schule nimmt Ihre Anmeldung entgegen und hilft Ihnen bei Fragen und allen erforderlichen Formalitäten.,1
2857,Sie müssen diese Sachen mitbringen :,Bitte bringen Sie zur Anmeldung folgende Unterlagen mit:,1
2859,Das ausgefüllte Anmelde-Formular aus dem Einladungs-Schreiben,"Anmeldeformblatt aus dem Einladungsschreiben (ausgefüllt),",1
2860,Die Geburts-Urkunde oder den Geburts-Schein von Ihrem Kind. Oder eine Abstammungs-Urkunde oder einen Auszug aus dem Familienbuch,"Geburtsurkunde bzw. Geburtsschein Ihres Kindes bzw. Abstammungsurkunde oder Auszug aus dem Familienbuch,",1
2861,Ihren Personal-Ausweis oder Ihren Pass oder Pass-Ersatz,Ihren Personalausweis oder – falls Sie keine deutsche Staatsangehörigkeit haben – Ihren Pass oder Passersatz,1
2863,Sie können die Schul-Anmeldung bei der Schule abgeben : Die Sie für Ihr Kind haben möchten. Diese Schule ist Ihre Wunsch-Schule .,"(Sollte Ihr Kind bereits bei der Schulärztin bzw. beim Schularzt gewesen sein, reicht die Bescheinigung über diesen Besuch aus) Bitte geben Sie Ihre Anmeldung an der Schule ihrer Wahl ab.",1
2864,Die Stadt Hamburg versucht: Alle Kinder sollen in die Wunsch-Schule gehen können . Manchmal kann ein Kind nicht auf die Wunsch-Schule gehen.,"Es wird in jedem Fall versucht werden, Ihrem Schulwunsch zu entsprechen. Die Schule benachrichtigt Sie rechtzeitig vor Beginn der Sommerferien, ob Ihr Kind dort aufgenommen werden kann.",1
2865,Sie müssen darum noch 2 Schulen sagen : Auf die Ihr Kind auch gehen kann.,Bitte geben Sie vorsorglich zwei weitere Schulwünsche an.,1
2866,Sie bekommen eine Info von der Schule : Ob Ihr Kind auf die Wunsch-Schule gehen kann. Oder auf welche Schule Ihr Kind gehen kann. Sie bekommen die Info vor den Sommer-Ferien .,"Dies hilft, für Ihr Kind eine Schule nach Ihren Vorstellungen zu finden, falls Ihrem Erstwunsch nicht entsprochen werden kann. Bei Rückfragen wenden Sie sich gern an eine der Schulen in Ihrem Verbund.",1
2867,Sie können hier mehr Infos über die Einschulung lesen . Und über die Grund-Schulen in Hamburg: https://www.hamburg.de/grundschulen/,Dort erhalten Sie auch eine Broschüre mit Details zu den Grundschulen in Hamburg.,1
2868,"Wer hat den Text in Leichter Sprache gemacht? Büro für Leichte Sprache Köln E-Mail: info@leichte-sprache.koeln Kirsten Scholz hat den Text in Leichter Sprache geschrieben und die Bilder gemalt. Dirk Stauber, Sandra Mambrini und Wolfgang Klein haben den Text auf Leichte Sprache geprüft.",Wir wünschen Ihrem Kind eine schöne und erfolgreiche Schulzeit.,1
2870,Zum Beispiel: Wenn die Eltern arbeiten müssen . Die Schule kann den Eltern helfen. Es gibt Betreuungs-Hilfe in den Schul-Ferien . Und es gibt Betreuungs-Hilfe an einzelnen Tagen .,"Für die Ferien gilt: Eine Ferienwoche, für die Betreuung gebucht wird, umfasst sieben hintereinander liegende Tage in den Schulferien, wobei der Beginn dieser Woche von Montag bis Freitag individuell gewählt werden kann, beispielsweise von Mittwoch bis Dienstag der folgenden Woche.",1
2871,Achtung: Manche Schulen haben keine Betreuung . Oder die Betreuung ist nicht für die ganze Zeit in den Ferien. Die Schulen sind in den Ferien zu. Es gibt aber trotzdem Hilfe.,Die Anzahl der Ferienwochen sollten von den Eltern schon zu Beginn des Schuljahres festgelegt werden.,1
2872,Bitte fragen Sie Ihre Schule wegen der Betreuung. So funktioniert die Ferien-Betreuung Die Eltern buchen die Betreuung. Das heißt: Die Eltern sagen der Schule Bescheid: Wann die Hilfe gebraucht wird.,Den genauen Zeitraum klären sie dann vor Ort mit ihrem Träger oder der Schule.,1
2873,Sie buchen die Betreuung immer für 7 Tage . Die 7 Tage sind hintereinander . Zum Beispiel: Die Betreuung kann an einem Montag anfangen. Die Betreuung geht dann bis zum Sonntag.,"Weil es zum Teil vereinzelte Ferientage gibt, beispielsweise Brückentage zwischen Feiertagen und dem Wochenende, gibt es auch die Möglichkeit eine so genannte Sockelwoche zu buchen.",1
